6.0401 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1280, 800]. Using actual size
6.7472 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x11381fcc0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([2560, 1600]), stereo=False, units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.7473 	EXP 	window1: recordFrameIntervals = False
6.9129 	EXP 	window1: recordFrameIntervals = True
7.0963 	EXP 	window1: recordFrameIntervals = False
7.1048 	EXP 	<method-wrapper '__getattribute__' of attributeSetter object at 0x107cb5160>: vertices = array([[-0.25,  0.25],
       [ 0.25,  0.25],
       [ 0.25, -0.25],
       [-0.25, -0.25]])
7.1064 	EXP 	Created whitesquare = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='whitesquare', opacity=0.9, ori=array(0.), pos=array([14.9, 11.2]), size=array([1., 1.]), units='cm', vertices=ndarray(...), win=Window(...))
7.2131 	EXP 	Created intro_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='intro_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
7.2341 	EXP 	Created intro_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='intro_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
7.2464 	EXP 	Created open_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='open_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
7.2504 	EXP 	Created fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+\n', units='norm', win=Window(...), wrapWidth=1)
7.2618 	EXP 	Created close_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='close_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
7.2643 	EXP 	Created blank = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='blank', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=' ', units='norm', win=Window(...), wrapWidth=1)
7.3164 	EXP 	Set  sound=./sound/open_speak.wav
7.3164 	EXP 	Set Sound  volume=1.000
7.3296 	EXP 	Created gaze_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='gaze_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
7.3313 	EXP 	Created center = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineWidth=1, name='center', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.5, 0.5]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
7.3325 	EXP 	Set  sound=./sound/left_speak.wav
7.3325 	EXP 	Set Sound  volume=1.000
7.3355 	EXP 	Created left = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineWidth=1, name='left', opacity=1.0, ori=array(0.), pos=array([-14.,   0.]), size=array([0.5, 0.5]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
7.3363 	EXP 	Set  sound=./sound/right_speak.wav
7.3364 	EXP 	Set Sound  volume=1.000
7.3383 	EXP 	Created right = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineWidth=1, name='right', opacity=1.0, ori=array(0.), pos=array([14.,  0.]), size=array([0.5, 0.5]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
7.3393 	EXP 	Set  sound=./sound/up_speak.wav
7.3393 	EXP 	Set Sound  volume=1.000
7.3412 	EXP 	Created up = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineWidth=1, name='up', opacity=1.0, ori=array(0.), pos=array([ 0., 14.]), size=array([0.5, 0.5]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
7.3423 	EXP 	Set  sound=./sound/down_speak.wav
7.3423 	EXP 	Set Sound  volume=1.000
7.3443 	EXP 	Created down = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineWidth=1, name='down', opacity=1.0, ori=array(0.), pos=array([  0., -14.]), size=array([0.5, 0.5]), units='cm', vertices=ndarray(...), win=Window(...), windingRule=None)
7.3531 	EXP 	Created esc = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='esc', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text="End of test\n\nPress 'esc'", units='norm', win=Window(...), wrapWidth=1)
7.3807 	EXP 	intro_text: autoDraw = True
7.3807 	EXP 	whitesquare: autoDraw = True
9.5071 	DATA 	Keypress: space
9.5308 	EXP 	intro_text: autoDraw = False
9.5308 	EXP 	whitesquare: autoDraw = False
9.5308 	EXP 	intro_text: autoDraw = True
10.9171 	DATA 	Keypress: space
10.9758 	DATA 	wsqS
10.9762 	DATA 	wsqS
10.9766 	DATA 	wsqS
10.9770 	DATA 	wsqS
10.9774 	DATA 	wsqS
10.9778 	DATA 	wsqS
10.9782 	DATA 	wsqS
10.9785 	DATA 	wsqS
10.9789 	DATA 	wsqS
10.9793 	DATA 	wsqS
10.9797 	DATA 	wsqS
10.9801 	DATA 	wsqS
10.9805 	DATA 	wsqS
10.9808 	DATA 	wsqS
10.9813 	DATA 	wsqS
10.9817 	DATA 	wsqS
10.9822 	DATA 	wsqS
10.9826 	DATA 	wsqS
10.9830 	DATA 	wsqS
10.9834 	DATA 	wsqS
10.9838 	DATA 	wsqS
10.9842 	DATA 	wsqS
10.9846 	DATA 	wsqS
10.9850 	DATA 	wsqS
10.9854 	DATA 	wsqS
10.9858 	DATA 	wsqS
10.9862 	DATA 	wsqS
10.9866 	DATA 	wsqS
10.9870 	DATA 	wsqS
10.9874 	DATA 	wsqS
10.9878 	DATA 	wsqS
10.9881 	DATA 	wsqS
10.9885 	DATA 	wsqS
10.9889 	DATA 	wsqS
10.9893 	DATA 	wsqS
10.9897 	DATA 	wsqS
10.9901 	DATA 	wsqS
10.9904 	DATA 	wsqS
10.9908 	DATA 	wsqS
10.9912 	DATA 	wsqS
10.9917 	DATA 	wsqS
10.9921 	DATA 	wsqS
10.9926 	DATA 	wsqS
10.9930 	DATA 	wsqS
10.9934 	DATA 	wsqS
10.9938 	DATA 	wsqS
10.9942 	DATA 	wsqS
10.9946 	DATA 	wsqS
10.9957 	DATA 	wsqS
10.9965 	DATA 	wsqS
10.9971 	DATA 	wsqS
10.9978 	DATA 	wsqS
10.9984 	DATA 	wsqS
10.9990 	DATA 	wsqS
10.9996 	DATA 	wsqS
11.0002 	DATA 	wsqS
11.0008 	DATA 	wsqS
11.0014 	DATA 	wsqS
11.0020 	DATA 	wsqS
11.0025 	DATA 	wsqS
11.0029 	DATA 	wsqS
11.0033 	DATA 	wsqS
11.0037 	DATA 	wsqS
11.0040 	DATA 	wsqS
11.0044 	DATA 	wsqS
11.0049 	DATA 	wsqS
11.0052 	DATA 	wsqS
11.0056 	DATA 	wsqS
11.0060 	DATA 	wsqS
11.0064 	DATA 	wsqS
11.0067 	DATA 	wsqS
11.0071 	DATA 	wsqS
11.0075 	DATA 	wsqS
11.0079 	DATA 	wsqS
11.0083 	DATA 	wsqS
11.0086 	DATA 	wsqS
11.0090 	DATA 	wsqS
11.0094 	DATA 	wsqS
11.0097 	DATA 	wsqS
11.0101 	DATA 	wsqS
11.0105 	DATA 	wsqS
11.0109 	DATA 	wsqS
11.0113 	DATA 	wsqS
11.0117 	DATA 	wsqS
11.0120 	DATA 	wsqS
11.0143 	DATA 	wsqS
11.0148 	DATA 	wsqS
11.0152 	DATA 	wsqS
11.0155 	DATA 	wsqS
11.0159 	DATA 	wsqS
11.0164 	DATA 	wsqS
11.0168 	DATA 	wsqS
11.0172 	DATA 	wsqS
11.0176 	DATA 	wsqS
11.0179 	DATA 	wsqS
11.0183 	DATA 	wsqS
11.0187 	DATA 	wsqS
11.0191 	DATA 	wsqS
11.0194 	DATA 	wsqS
11.0198 	DATA 	wsqS
11.0202 	DATA 	wsqS
11.0206 	DATA 	wsqS
11.0209 	DATA 	wsqS
11.0213 	DATA 	wsqS
11.0217 	DATA 	wsqS
11.0221 	DATA 	wsqS
11.0225 	DATA 	wsqS
11.0228 	DATA 	wsqS
11.0232 	DATA 	wsqS
11.0236 	DATA 	wsqS
11.0240 	DATA 	wsqS
11.0243 	DATA 	wsqS
11.0247 	DATA 	wsqS
11.0251 	DATA 	wsqS
11.0255 	DATA 	wsqS
11.0258 	DATA 	wsqS
11.0262 	DATA 	wsqS
11.0266 	DATA 	wsqS
11.0270 	DATA 	wsqS
11.0273 	DATA 	wsqS
11.0277 	EXP 	Set  sound=./sound/open_speak.wav
11.0489 	EXP 	intro_text: autoDraw = False
11.0489 	EXP 	whitesquare: autoDraw = True
11.0489 	EXP 	whitesquare: autoDraw = False
11.0489 	EXP 	whitesquare: autoDraw = True
11.0489 	EXP 	whitesquare: autoDraw = False
11.0489 	EXP 	whitesquare: autoDraw = True
